seed1,team1,score1,seed2,team2,score2,round,year
1,Georgetown,68,16,Lehigh,43,64,1985
8,Temple,60,9,Virginia Tech,57,64,1985
5,SMU,85,12,Old Dominion,68,64,1985
4,Loyola Chicago,59,13,Iona,58,64,1985
6,Georgia,67,11,Wichita State,59,64,1985
3,Illinois,76,14,Northeastern,57,64,1985
7,Syracuse,70,10,DePaul,65,64,1985
2,Georgia Tech,65,15,Mercer,58,64,1985
1,Oklahoma,96,16,North Carolina A&T,83,64,1985
9,Illinois State,58,8,Southern California,55,64,1985
5,Louisiana Tech,78,12,Pittsburgh,54,64,1985
4,Ohio State,75,13,Iowa State,64,64,1985
11,Boston College,55,6,Texas Tech,53,64,1985
3,Duke,75,14,Pepperdine,62,64,1985
7,UAB,70,10,Michigan State,68,64,1985
2,Memphis State,67,15,Penn,55,64,1985
1,Michigan,59,16,Fairleigh Dickinson,55,64,1985
8,Villanova,51,9,Dayton,49,64,1985
5,Maryland,69,12,Miami (Ohio),68,64,1985
13,Navy,78,4,LSU,55,64,1985
11,Auburn,59,6,Purdue,58,64,1985
3,Kansas,49,14,Ohio,38,64,1985
7,Notre Dame,79,10,Oregon State,70,64,1985
2,North Carolina,76,15,Middle Tennessee State,57,64,1985
1,St. John's,83,16,Southern,59,64,1985
9,Arkansas,63,8,Iowa,54,64,1985
12,Kentucky,66,5,Washington,58,64,1985
4,UNLV,85,13,San Diego State,80,64,1985
11,UTEP,79,6,Tulsa,75,64,1985
3,NC State,65,14,Nevada,56,64,1985
7,Alabama,50,10,Arizona,41,64,1985
2,VCU,81,15,Marshall,65,64,1985
1,Georgetown,63,8,Temple,46,32,1985
4,Loyola Chicago,70,5,SMU,57,32,1985
3,Illinois,74,6,Georgia,58,32,1985
2,Georgia Tech,70,7,Syracuse,53,32,1985
1,Oklahoma,75,9,Illinois State,69,32,1985
5,Louisiana Tech,79,4,Ohio State,67,32,1985
11,Boston College,74,3,Duke,73,32,1985
2,Memphis State,67,7,UAB,66,32,1985
8,Villanova,59,1,Michigan,55,32,1985
5,Maryland,64,13,Navy,59,32,1985
11,Auburn,66,3,Kansas,64,32,1985
2,North Carolina,60,7,Notre Dame,58,32,1985
1,St. John's,68,9,Arkansas,65,32,1985
12,Kentucky,64,4,UNLV,61,32,1985
3,NC State,86,11,UTEP,73,32,1985
7,Alabama,63,2,VCU,59,32,1985
1,Georgetown,65,4,Loyola Chicago,53,16,1985
2,Georgia Tech,61,3,Illinois,53,16,1985
1,Oklahoma,86,5,Louisiana Tech,84,16,1985
2,Memphis State,59,11,Boston College,57,16,1985
8,Villanova,46,5,Maryland,43,16,1985
2,North Carolina,62,11,Auburn,56,16,1985
1,St. John's,86,12,Kentucky,70,16,1985
3,NC State,61,7,Alabama,55,16,1985
1,Georgetown,60,2,Georgia Tech,54,8,1985
2,Memphis State,63,1,Oklahoma,61,8,1985
8,Villanova,56,2,North Carolina,44,8,1985
1,St. John's,69,3,NC State,60,8,1985
1,Georgetown,77,1,St. John's,59,4,1985
8,Villanova,52,2,Memphis State,45,4,1985
8,Villanova,66,1,Georgetown,64,2,1985
1,Duke,85,16,Mississippi Valley State,78,64,1986
8,Old Dominion,72,9,West Virginia,64,64,1986
12,DePaul,72,5,Virginia,68,64,1986
4,Oklahoma,80,13,Northeastern,74,64,1986
6,Saint Joseph's,60,11,Richmond,59,64,1986
14,Cleveland State,83,3,Indiana,79,64,1986
7,Navy,87,10,Tulsa,68,64,1986
2,Syracuse,101,15,Brown,52,64,1986
1,Kansas,71,16,North Carolina A&T,46,64,1986
9,Temple,61,8,Jacksonville,50,64,1986
5,Michigan State,72,12,Washington,70,64,1986
4,Georgetown,70,13,Texas Tech,64,64,1986
6,N.C. State,66,11,Iowa,64,64,1986
14,Arkansas-Little Rock,90,3,Notre Dame,83,64,1986
7,Iowa State,81,10,Miami (OH),79,64,1986
2,Michigan,70,15,Akron,64,64,1986
1,Kentucky,75,16,Davidson,55,64,1986
8,Western Kentucky,67,9,Nebraska,59,64,1986
5,Alabama,97,12,Xavier,80,64,1986
4,Illinois,75,13,Fairfield,51,64,1986
11,LSU,94,6,Purdue,87,64,1986
3,Memphis State,95,14,Ball State,63,64,1986
10,Villanova,71,7,Virginia Tech,62,64,1986
2,Georgia Tech,68,15,Marist,53,64,1986
1,St. John's,83,16,Montana State,74,64,1986
8,Auburn,73,9,Arizona,63,64,1986
5,Maryland,69,12,Pepperdine,64,64,1986
4,UNLV,74,13,Northeast Louisiana,51,64,1986
6,UAB,66,11,Missouri,64,64,1986
3,North Carolina,84,14,Utah,72,64,1986
7,Bradley,83,10,UTEP,65,64,1986
2,Louisville,93,15,Drexel,73,64,1986
1,Duke,89,8,Old Dominion,61,32,1986
12,DePaul,74,4,Oklahoma,69,32,1986
14,Cleveland State,75,6,Saint Joseph's,69,32,1986
7,Navy,97,2,Syracuse,85,32,1986
1,Kansas,65,9,Temple,43,32,1986
5,Michigan State,80,4,Georgetown,68,32,1986
6,N.C. State,80,14,Arkansas-Little Rock,66,32,1986
7,Iowa State,72,2,Michigan,69,32,1986
1,Kentucky,71,8,Western Kentucky,64,32,1986
5,Alabama,58,4,Illinois,56,32,1986
11,LSU,83,3,Memphis State,81,32,1986
2,Georgia Tech,66,10,Villanova,61,32,1986
8,Auburn,81,1,St. John's,65,32,1986
4,UNLV,70,5,Maryland,64,32,1986
3,North Carolina,77,6,UAB,59,32,1986
2,Louisville,82,7,Bradley,68,32,1986
1,Duke,74,12,DePaul,67,16,1986
7,Navy,71,14,Cleveland State,70,16,1986
1,Kansas,96,5,Michigan State,86,16,1986
6,N.C. State,70,7,Iowa State,66,16,1986
1,Kentucky,68,5,Alabama,63,16,1986
11,LSU,70,2,Georgia Tech,64,16,1986
8,Auburn,70,4,UNLV,63,16,1986
2,Louisville,94,3,North Carolina,79,16,1986
1,Duke,71,7,Navy,50,8,1986
1,Kansas,75,6,N.C. State,67,8,1986
11,LSU,59,1,Kentucky,57,8,1986
2,Louisville,84,8,Auburn,76,8,1986
1,Duke,71,1,Kansas,67,4,1986
2,Louisville,88,11,LSU,77,4,1986
2,Louisville,72,1,Duke,69,2,1986
1,North Carolina,113,16,Penn,82,64,1987
2,Syracuse,79,15,Georgia Southern,73,64,1987
3,Purdue,104,14,Northeastern,95,64,1987
4,TCU,76,13,Marshall,60,64,1987
5,Notre Dame,84,12,Middle Tennessee State,71,64,1987
6,Florida,82,11,NC State,70,64,1987
10,Western Kentucky,64,7,West Virginia,62,64,1987
9,Michigan,97,8,Navy,82,64,1987
1,UNLV,95,16,Idaho State,70,64,1987
2,Iowa,99,15,Santa Clara,76,64,1987
3,Pittsburgh,93,14,Marist,68,64,1987
4,UCLA,92,13,Central Michigan,73,64,1987
12,Wyoming,64,5,Virginia,60,64,1987
6,Oklahoma,74,11,Tulsa,69,64,1987
7,UTEP,98,10,Arizona,91,64,1987
9,Kansas State,82,8,Georgia,79,64,1987
1,Georgetown,75,16,Bucknell,53,64,1987
2,Alabama,88,15,North Carolina A&T,71,64,1987
14,Austin Peay,68,3,Illinois,67,64,1987
13,Southwest Missouri State,65,4,Clemson,60,64,1987
5,Kansas,66,12,Houston,55,64,1987
6,Providence,90,11,UAB,68,64,1987
7,New Orleans,83,10,BYU,79,64,1987
9,Ohio State,91,8,Kentucky,77,64,1987
1,Indiana,92,16,Fairfield,58,64,1987
2,Temple,75,15,Southern,56,64,1987
3,DePaul,76,14,Louisiana Tech,62,64,1987
13,Xavier,70,4,Missouri,69,64,1987
5,Duke,58,12,Texas A&M,51,64,1987
6,St. John's,57,11,Wichita State,55,64,1987
10,LSU,85,7,Georgia Tech,79,64,1987
8,Auburn,62,9,San Diego,61,64,1987
1,North Carolina,109,9,Michigan,97,32,1987
2,Syracuse,104,10,Western Kentucky,86,32,1987
6,Florida,85,3,Purdue,66,32,1987
5,Notre Dame,58,4,TCU,57,32,1987
1,UNLV,80,9,Kansas State,61,32,1987
2,Iowa,84,7,UTEP,82,32,1987
6,Oklahoma,96,3,Pittsburgh,93,32,1987
12,Wyoming,78,4,UCLA,68,32,1987
1,Georgetown,82,9,Ohio State,79,32,1987
2,Alabama,101,7,New Orleans,76,32,1987
6,Providence,90,14,Austin Peay,87,32,1987
5,Kansas,67,13,Southwest Missouri State,63,32,1987
1,Indiana,107,8,Auburn,90,32,1987
10,LSU,72,2,Temple,62,32,1987
3,DePaul,83,6,St. John's,75,32,1987
5,Duke,65,13,Xavier,60,32,1987
1,North Carolina,74,5,Notre Dame,68,16,1987
2,Syracuse,87,6,Florida,81,16,1987
1,UNLV,92,12,Wyoming,78,16,1987
2,Iowa,93,6,Oklahoma,91,16,1987
1,Georgetown,70,5,Kansas,57,16,1987
6,Providence,103,2,Alabama,82,16,1987
1,Indiana,88,5,Duke,82,16,1987
10,LSU,63,3,DePaul,58,16,1987
2,Syracuse,79,1,North Carolina,75,8,1987
1,UNLV,84,2,Iowa,81,8,1987
6,Providence,88,1,Georgetown,73,8,1987
1,Indiana,77,10,LSU,76,8,1987
1,Indiana,97,1,UNLV,93,4,1987
2,Syracuse,77,6,Providence,63,4,1987
1,Indiana,74,2,Syracuse,73,2,1987
1,Temple,87,16,Lehigh,73,64,1988
2,Duke,85,15,Boston University,69,64,1988
3,Syracuse,69,14,North Carolina A&T,55,64,1988
13,Richmond,72,4,Indiana,69,64,1988
5,Georgia Tech,90,12,Iowa State,78,64,1988
11,Rhode Island,87,6,Missouri,80,64,1988
7,SMU,83,10,Notre Dame,75,64,1988
8,Georgetown,66,9,LSU,63,64,1988
1,Arizona,90,16,Cornell,50,64,1988
2,North Carolina,83,15,North Texas,65,64,1988
3,Michigan,63,14,Boise State,58,64,1988
4,UNLV,54,13,Southwest Missouri State,50,64,1988
5,Iowa,102,12,Florida State,98,64,1988
6,Florida,62,11,St. John's,59,64,1988
10,Loyola Marymount,119,7,Wyoming,115,64,1988
8,Seton Hall,80,9,UTEP,64,64,1988
1,Oklahoma,94,16,Chattanooga,66,64,1988
2,Kentucky,99,15,Southern,84,64,1988
3,Illinois,81,14,UTSA,72,64,1988
4,BYU,98,13,Charlotte,92,64,1988
5,Louisville,70,12,Oregon State,61,64,1988
6,Villanova,82,11,Arkansas,74,64,1988
7,Maryland,92,10,UC Santa Barbara,82,64,1988
8,Auburn,90,9,Bradley,86,64,1988
1,Purdue,94,16,Fairleigh Dickinson,79,64,1988
2,Pittsburgh,108,15,Eastern Michigan,90,64,1988
14,Murray State,78,3,NC State,75,64,1988
4,Kansas State,66,13,La Salle,53,64,1988
5,DePaul,83,12,Wichita State,62,64,1988
6,Kansas,85,11,Xavier,72,64,1988
7,Vanderbilt,80,10,Utah State,77,64,1988
9,Memphis,75,8,Baylor,60,64,1988
1,Temple,74,8,Georgetown,53,32,1988
2,Duke,94,7,SMU,79,32,1988
11,Rhode Island,97,3,Syracuse,94,32,1988
13,Richmond,59,5,Georgia Tech,55,32,1988
1,Arizona,84,8,Seton Hall,55,32,1988
2,North Carolina,123,10,Loyola Marymount,97,32,1988
3,Michigan,108,6,Florida,85,32,1988
5,Iowa,104,4,UNLV,86,32,1988
1,Oklahoma,107,8,Auburn,87,32,1988
2,Kentucky,90,7,Maryland,81,32,1988
6,Villanova,66,3,Illinois,63,32,1988
5,Louisville,97,4,BYU,76,32,1988
1,Purdue,100,9,Memphis,73,32,1988
7,Vanderbilt,80,2,Pittsburgh,74,32,1988
6,Kansas,61,14,Murray State,58,32,1988
4,Kansas State,66,5,DePaul,58,32,1988
1,Temple,69,13,Richmond,47,16,1988
2,Duke,73,11,Rhode Island,72,16,1988
1,Arizona,99,5,Iowa,79,16,1988
2,North Carolina,78,3,Michigan,69,16,1988
1,Oklahoma,108,5,Louisville,98,16,1988
6,Villanova,80,2,Kentucky,74,16,1988
4,Kansas State,73,1,Purdue,70,16,1988
6,Kansas,77,7,Vanderbilt,64,16,1988
2,Duke,63,1,Temple,53,8,1988
1,Arizona,70,2,North Carolina,52,8,1988
1,Oklahoma,78,6,Villanova,59,8,1988
6,Kansas,71,4,Kansas State,58,8,1988
1,Oklahoma,86,1,Arizona,78,4,1988
6,Kansas,66,2,Duke,59,4,1988
6,Kansas,83,1,Oklahoma,79,2,1988
1,Georgetown,50,16,Princeton,49,64,1989
2,Duke,90,15,South Carolina State,69,64,1989
14,Siena,80,3,Stanford,78,64,1989
4,Iowa,87,13,Rutgers,73,64,1989
5,NC State,81,12,South Carolina,66,64,1989
11,Minnesota,86,6,Kansas State,75,64,1989
7,West Virginia,84,10,Tennessee,68,64,1989
9,Notre Dame,81,8,Vanderbilt,65,64,1989
1,Arizona,94,16,Robert Morris,60,64,1989
2,Indiana,99,15,George Mason,85,64,1989
3,Seton Hall,60,14,Missouri State,51,64,1989
4,UNLV,68,13,Idaho,56,64,1989
12,DePaul,66,5,Memphis,63,64,1989
11,Evansville,94,6,Oregon State,90,64,1989
7,UTEP,85,10,LSU,74,64,1989
9,Clemson,83,8,Saint Mary's,70,64,1989
1,Oklahoma,72,16,East Tennessee State,71,64,1989
2,North Carolina,93,15,Southern,79,64,1989
3,Michigan,92,14,Xavier,87,64,1989
13,Middle Tennessee State,97,4,Florida State,83,64,1989
5,Virginia,100,12,Providence,97,64,1989
11,South Alabama,86,6,Alabama,84,64,1989
7,UCLA,84,10,Iowa State,74,64,1989
9,Louisiana Tech,83,8,La Salle,74,64,1989
1,Illinois,77,16,McNeese State,71,64,1989
2,Syracuse,104,15,Bucknell,81,64,1989
3,Missouri,85,14,Creighton,69,64,1989
4,Louisville,76,13,Arkansas-Little Rock,71,64,1989
5,Arkansas,120,12,Loyola Marymount,101,64,1989
11,Texas,76,6,Georgia Tech,70,64,1989
10,Colorado State,68,7,Florida,46,64,1989
9,Ball State,68,8,Pittsburgh,64,64,1989
1,Georgetown,81,9,Notre Dame,74,32,1989
2,Duke,70,7,West Virginia,63,32,1989
11,Minnesota,80,14,Siena,67,32,1989
5,NC State,102,4,Iowa,96,32,1989
1,Arizona,94,9,Clemson,68,32,1989
2,Indiana,92,7,UTEP,69,32,1989
3,Seton Hall,87,11,Evansville,73,32,1989
4,UNLV,85,12,DePaul,70,32,1989
1,Oklahoma,124,9,Louisiana Tech,81,32,1989
2,North Carolina,88,7,UCLA,81,32,1989
3,Michigan,91,11,South Alabama,82,32,1989
5,Virginia,104,13,Middle Tennessee State,88,32,1989
1,Illinois,72,9,Ball State,60,32,1989
2,Syracuse,65,10,Colorado State,50,32,1989
3,Missouri,108,11,Texas,89,32,1989
4,Louisville,93,5,Arkansas,84,32,1989
1,Georgetown,69,5,NC State,61,16,1989
2,Duke,87,11,Minnesota,70,16,1989
4,UNLV,68,1,Arizona,67,16,1989
3,Seton Hall,78,2,Indiana,65,16,1989
5,Virginia,86,1,Oklahoma,80,16,1989
3,Michigan,92,2,North Carolina,87,16,1989
1,Illinois,83,4,Louisville,69,16,1989
2,Syracuse,83,3,Missouri,80,16,1989
2,Duke,85,1,Georgetown,77,8,1989
3,Seton Hall,84,4,UNLV,61,8,1989
3,Michigan,102,5,Virginia,65,8,1989
1,Illinois,89,2,Syracuse,86,8,1989
3,Michigan,83,1,Illinois,81,4,1989
3,Seton Hall,95,2,Duke,78,4,1989
3,Michigan,80,3,Seton Hall,79,2,1989
1,UConn,76,16,Boston University,52,64,1990
9,California,65,8,Indiana,63,64,1990
5,Clemson,49,12,BYU,47,64,1990
4,La Salle,79,13,Southern Miss,63,64,1990
6,St. John's,81,11,Temple,65,64,1990
3,Duke,81,14,Richmond,46,64,1990
7,UCLA,68,10,UAB,56,64,1990
2,Kansas,79,15,Robert Morris,71,64,1990
1,Oklahoma,77,16,Towson State,68,64,1990
8,North Carolina,83,9,Southwest Missouri State,70,64,1990
12,Dayton,88,5,Illinois,86,64,1990
4,Arkansas,68,13,Princeton,64,64,1990
6,Xavier,87,11,Kansas State,79,64,1990
3,Georgetown,70,14,Texas Southern,52,64,1990
10,Texas,100,7,Georgia,88,64,1990
2,Purdue,75,15,Northeast Louisiana,63,64,1990
1,Michigan State,75,16,Murray State,71,64,1990
9,UC Santa Barbara,70,8,Houston,66,64,1990
5,LSU,70,12,Villanova,63,64,1990
4,Georgia Tech,99,13,East Tennessee State,83,64,1990
6,Minnesota,64,11,UTEP,61,64,1990
14,Northern Iowa,74,3,Missouri,71,64,1990
7,Virginia,75,10,Notre Dame,67,64,1990
2,Syracuse,70,15,Coppin State,48,64,1990
1,UNLV,102,16,Arkansas-Little Rock,72,64,1990
8,Ohio State,84,9,Providence,83,64,1990
12,Ball State,54,5,Oregon State,53,64,1990
4,Louisville,78,13,Idaho,59,64,1990
11,Loyola Marymount,111,6,New Mexico State,92,64,1990
3,Michigan,76,14,Illinois State,70,64,1990
7,Alabama,71,10,Colorado State,54,64,1990
2,Arizona,79,15,South Florida,67,64,1990
1,UConn,74,9,California,54,32,1990
5,Clemson,79,4,La Salle,75,32,1990
3,Duke,76,6,St. John's,72,32,1990
7,UCLA,71,2,Kansas,70,32,1990
8,North Carolina,79,1,Oklahoma,77,32,1990
4,Arkansas,86,12,Dayton,84,32,1990
6,Xavier,74,3,Georgetown,71,32,1990
10,Texas,73,2,Purdue,72,32,1990
1,Michigan State,62,9,UC Santa Barbara,58,32,1990
4,Georgia Tech,94,5,LSU,91,32,1990
6,Minnesota,81,14,Northern Iowa,78,32,1990
2,Syracuse,63,7,Virginia,61,32,1990
1,UNLV,76,8,Ohio State,65,32,1990
12,Ball State,62,4,Louisville,60,32,1990
11,Loyola Marymount,149,3,Michigan,115,32,1990
7,Alabama,77,2,Arizona,55,32,1990
1,UConn,71,5,Clemson,70,16,1990
3,Duke,90,7,UCLA,81,16,1990
4,Arkansas,96,8,North Carolina,73,16,1990
10,Texas,102,6,Xavier,89,16,1990
4,Georgia Tech,81,1,Michigan State,80,16,1990
6,Minnesota,82,2,Syracuse,75,16,1990
1,UNLV,69,12,Ball State,67,16,1990
11,Loyola Marymount,62,7,Alabama,60,16,1990
3,Duke,79,1,UConn,78,8,1990
4,Arkansas,88,10,Texas,85,8,1990
4,Georgia Tech,93,6,Minnesota,91,8,1990
1,UNLV,131,11,Loyola Marymount,101,8,1990
3,Duke,97,4,Arkansas,83,4,1990
1,UNLV,90,4,Georgia Tech,81,4,1990
1,UNLV,103,3,Duke,73,2,1990
1,North Carolina,101,16,Northeastern,66,64,1991
9,Villanova,50,8,Princeton,48,64,1991
12,Eastern Michigan,76,5,Mississippi State,56,64,1991
13,Penn State,74,4,UCLA,69,64,1991
6,NC State,114,11,Southern Miss,85,64,1991
3,Oklahoma State,67,14,New Mexico,54,64,1991
10,Temple,80,7,Purdue,63,64,1991
15,Richmond,73,2,Syracuse,69,64,1991
1,Arkansas,117,16,Georgia State,76,64,1991
8,Arizona State,79,9,Rutgers,76,64,1991
5,Wake Forest,71,12,Louisiana Tech,65,64,1991
4,Alabama,89,13,Murray State,79,64,1991
6,Pittsburgh,76,11,Georgia,68,64,1991
3,Kansas,55,14,New Orleans,49,64,1991
7,Florida State,75,10,USC,72,64,1991
2,Indiana,79,15,Coastal Carolina,69,64,1991
1,Ohio State,97,16,Towson,86,64,1991
8,Georgia Tech,87,9,DePaul,70,64,1991
5,Texas,73,12,Saint Peter's,65,64,1991
4,St. John's,75,13,Northern Illinois,68,64,1991
11,UConn,79,6,LSU,62,64,1991
14,Xavier,89,3,Nebraska,84,64,1991
7,Iowa,76,10,East Tennessee State,73,64,1991
2,Duke,102,15,Northeast Louisiana,73,64,1991
1,UNLV,99,16,Montana,65,64,1991
8,Georgetown,70,9,Vanderbilt,60,64,1991
5,Michigan State,60,12,Green Bay,58,64,1991
4,Utah,82,13,South Alabama,72,64,1991
11,Creighton,64,6,New Mexico State,56,64,1991
3,Seton Hall,71,14,Pepperdine,51,64,1991
10,BYU,61,7,Virginia,48,64,1991
2,Arizona,93,15,Saint Francis (PA),80,64,1991
1,North Carolina,84,9,Villanova,69,32,1991
12,Eastern Michigan,71,13,Penn State,68,32,1991
3,Oklahoma State,73,6,NC State,63,32,1991
10,Temple,77,15,Richmond,64,32,1991
1,Arkansas,97,8,Arizona State,90,32,1991
4,Alabama,96,5,Wake Forest,88,32,1991
3,Kansas,77,6,Pittsburgh,66,32,1991
2,Indiana,82,7,Florida State,60,32,1991
1,Ohio State,65,8,Georgia Tech,61,32,1991
4,St. John's,84,5,Texas,76,32,1991
11,UConn,66,14,Xavier,50,32,1991
2,Duke,85,7,Iowa,70,32,1991
1,UNLV,62,8,Georgetown,54,32,1991
4,Utah,85,5,Michigan State,84,32,1991
3,Seton Hall,81,11,Creighton,69,32,1991
2,Arizona,76,10,BYU,61,32,1991
1,North Carolina,93,12,Eastern Michigan,67,16,1991
10,Temple,72,3,Oklahoma State,62,16,1991
1,Arkansas,93,4,Alabama,70,16,1991
3,Kansas,83,2,Indiana,65,16,1991
4,St. John's,91,1,Ohio State,74,16,1991
2,Duke,81,11,UConn,67,16,1991
1,UNLV,83,4,Utah,66,16,1991
3,Seton Hall,81,2,Arizona,77,16,1991
1,North Carolina,75,10,Temple,72,8,1991
3,Kansas,93,1,Arkansas,81,8,1991
2,Duke,78,4,St. John's,61,8,1991
1,UNLV,77,3,Seton Hall,65,8,1991
3,Kansas,79,1,North Carolina,73,4,1991
2,Duke,79,1,UNLV,77,4,1991
2,Duke,72,3,Kansas,65,2,1991
1,Duke,82,16,Campbell,56,64,1992
9,Iowa,98,8,Texas,92,64,1992
5,Missouri,89,12,West Virginia,78,64,1992
4,Seton Hall,78,13,La Salle,76,64,1992
6,Syracuse,51,11,Princeton,43,64,1992
3,UMass,85,14,Fordham,58,64,1992
10,Iowa State,76,7,Charlotte,74,64,1992
2,Kentucky,88,15,Old Dominion,69,64,1992
1,UCLA,73,16,Robert Morris,53,64,1992
8,Louisville,81,9,Wake Forest,73,64,1992
12,New Mexico State,81,5,DePaul,73,64,1992
13,Southwest Louisiana,87,4,Oklahoma,83,64,1992
6,Georgetown,75,11,South Florida,60,64,1992
3,Florida State,78,14,Montana,68,64,1992
7,LSU,94,10,BYU,83,64,1992
2,Indiana,94,15,Eastern Illinois,55,64,1992
1,Ohio State,83,16,Mississippi Valley State,56,64,1992
9,UConn,86,8,Nebraska,65,64,1992
5,Alabama,80,12,Stanford,75,64,1992
4,North Carolina,68,13,Miami (Ohio),63,64,1992
6,Michigan,73,11,Temple,66,64,1992
14,East Tennessee State,87,3,Arizona,80,64,1992
10,Tulane,61,7,St. John's,57,64,1992
2,Oklahoma State,100,15,Georgia Southern,73,64,1992
1,Kansas,100,16,Howard,67,64,1992
9,UTEP,55,8,Evansville,50,64,1992
5,Michigan State,61,12,Southwest Missouri State,54,64,1992
4,Cincinnati,85,13,Delaware,47,64,1992
6,Memphis State,80,11,Pepperdine,70,64,1992
3,Arkansas,80,14,Murray State,69,64,1992
7,Georgia Tech,65,10,Houston,60,64,1992
2,USC,84,15,Northeast Louisiana,54,64,1992
1,Duke,75,9,Iowa,62,32,1992
4,Seton Hall,88,5,Missouri,71,32,1992
3,UMass,77,6,Syracuse,71,32,1992
2,Kentucky,106,10,Iowa State,98,32,1992
1,UCLA,85,8,Louisville,69,32,1992
12,New Mexico State,81,13,Southwest Louisiana,73,32,1992
3,Florida State,78,6,Georgetown,68,32,1992
2,Indiana,89,7,LSU,79,32,1992
1,Ohio State,78,9,UConn,55,32,1992
4,North Carolina,64,5,Alabama,55,32,1992
6,Michigan,102,14,East Tennessee State,90,32,1992
2,Oklahoma State,87,10,Tulane,71,32,1992
9,UTEP,66,1,Kansas,60,32,1992
4,Cincinnati,77,5,Michigan State,65,32,1992
6,Memphis State,82,3,Arkansas,80,32,1992
7,Georgia Tech,79,2,USC,78,32,1992
1,Duke,81,4,Seton Hall,69,16,1992
2,Kentucky,87,3,UMass,77,16,1992
1,UCLA,85,12,New Mexico State,78,16,1992
2,Indiana,85,3,Florida State,74,16,1992
1,Ohio State,80,4,North Carolina,73,16,1992
6,Michigan,75,2,Oklahoma State,72,16,1992
4,Cincinnati,69,9,UTEP,67,16,1992
6,Memphis State,83,7,Georgia Tech,79,16,1992
1,Duke,104,2,Kentucky,103,8,1992
2,Indiana,106,1,UCLA,79,8,1992
6,Michigan,75,1,Ohio State,71,8,1992
4,Cincinnati,88,6,Memphis State,57,8,1992
1,Duke,81,2,Indiana,78,4,1992
6,Michigan,76,4,Cincinnati,72,4,1992
1,Duke,71,6,Michigan,51,2,1992
1,North Carolina,85,16,East Carolina,65,64,1993
8,Rhode Island,74,9,Purdue,68,64,1993
5,St. John's,85,12,Texas Tech,67,64,1993
4,Arkansas,94,13,Holy Cross,64,64,1993
6,Virginia,78,11,Manhattan,66,64,1993
3,UMass,54,14,Penn,50,64,1993
7,New Mexico State,93,10,Nebraska,79,64,1993
2,Cincinnati,93,15,Coppin State,66,64,1993
1,Indiana,97,16,Wright State,54,64,1993
9,Xavier,73,8,New Orleans,55,64,1993
5,Oklahoma State,74,12,Marquette,62,64,1993
4,Louisville,76,13,Delaware,70,64,1993
6,California,66,11,LSU,64,64,1993
3,Duke,105,14,Southern Illinois,70,64,1993
7,BYU,80,10,SMU,71,64,1993
2,Kansas,94,15,Ball State,72,64,1993
1,Kentucky,96,16,Rider,52,64,1993
8,Utah,86,9,Pittsburgh,65,64,1993
5,Wake Forest,81,12,Chattanooga,58,64,1993
4,Iowa,82,13,Northeast Louisiana,69,64,1993
11,Tulane,55,6,Kansas State,53,64,1993
3,Florida State,82,14,Evansville,70,64,1993
7,Western Kentucky,55,10,Memphis State,52,64,1993
2,Seton Hall,81,15,Tennessee State,59,64,1993
1,Michigan,84,16,Coastal Carolina,53,64,1993
9,UCLA,81,8,Iowa State,70,64,1993
12,George Washington,82,5,New Mexico,68,64,1993
13,Southern,93,4,Georgia Tech,78,64,1993
6,Illinois,75,11,Long Beach State,72,64,1993
3,Vanderbilt,92,14,Boise State,72,64,1993
7,Temple,75,10,Missouri,61,64,1993
15,Santa Clara,64,2,Arizona,61,64,1993
1,North Carolina,112,8,Rhode Island,67,32,1993
4,Arkansas,80,5,St. John's,74,32,1993
6,Virginia,71,3,UMass,56,32,1993
2,Cincinnati,92,7,New Mexico State,55,32,1993
1,Indiana,73,9,Xavier,70,32,1993
4,Louisville,78,5,Oklahoma State,63,32,1993
6,California,82,3,Duke,77,32,1993
2,Kansas,90,7,BYU,76,32,1993
1,Kentucky,83,8,Utah,62,32,1993
5,Wake Forest,84,4,Iowa,78,32,1993
3,Florida State,94,11,Tulane,63,32,1993
7,Western Kentucky,72,2,Seton Hall,68,32,1993
1,Michigan,86,9,UCLA,84,32,1993
12,George Washington,90,13,Southern,80,32,1993
3,Vanderbilt,85,6,Illinois,68,32,1993
7,Temple,68,15,Santa Clara,57,32,1993
1,North Carolina,80,4,Arkansas,74,16,1993
2,Cincinnati,71,6,Virginia,54,16,1993
1,Indiana,82,4,Louisville,69,16,1993
2,Kansas,93,6,California,76,16,1993
1,Kentucky,103,5,Wake Forest,69,16,1993
3,Florida State,81,7,Western Kentucky,78,16,1993
1,Michigan,72,12,George Washington,64,16,1993
7,Temple,67,3,Vanderbilt,59,16,1993
1,North Carolina,75,2,Cincinnati,68,8,1993
2,Kansas,83,1,Indiana,77,8,1993
1,Kentucky,106,3,Florida State,81,8,1993
1,Michigan,77,7,Temple,72,8,1993
1,North Carolina,78,2,Kansas,68,4,1993
1,Michigan,81,1,Kentucky,78,4,1993
1,North Carolina,77,1,Michigan,71,2,1993
1,North Carolina,71,16,Liberty,51,64,1994
9,Boston College,67,8,Washington State,64,64,1994
5,Indiana,84,12,Ohio,72,64,1994
4,Temple,61,13,Drexel,39,64,1994
11,Penn,90,6,Nebraska,80,64,1994
3,Florida,64,14,James Madison,62,64,1994
10,George Washington,51,7,UAB,46,64,1994
2,UConn,64,15,Rider,46,64,1994
